No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kekampus (Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,,,,,,,,,,,
382,ELSA DEWI SANTIKA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA MUHAMMADIYAH GISTING,2020,22,Tidak,Ikut,3.31,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
383,EGYTA SYLVIANI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMK YPIB KOTABUMI,2020,22,Tidak,Ikut,3.19,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
384,DEVI NURINDAH SAPIRA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA PERSADA BANDAR LAMPUNG,2019,22,Tidak,Ikut,3.23,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
385,YOAN LADY FIRANKA,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMK N 7 BANDAR LAMPUNG,2020,22,Tidak,Ikut,3.51,PNS,Sedang,3,Tidak,,,,,,,,,,,
386,LULU MU'ZIZATUL KAROMAH,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA NEGERI 1 KALIANDA,2020,22,Tidak,Ikut,3.52,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
387,DILA EMILIA IKHWANI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA NEGERI 1 KOTA AGUNG,2020,22,Tidak,Ikut,2.99,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
388,USMAN SUPENDI,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,MAN 1 PRINGSEWU,2020,22,Tidak,Ikut,3.28,Petani,Sedang,3,Tidak,,,,,,,,,,,
389,FATMA SARI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA N 16 BANDAR LAMPUNG,2020,22,Tidak,Ikut,3.02,Wirausaha,Sedang,3,Tidak,,,,,,,,,,,
390,CAESAR DINDA SETIAWATI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020,22,Tidak,Ikut,3.18,Sudah Meninggal,Sedang,1,Tidak,,,,,,,,,,,
391,FATIMATUZ ZAHRO,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMAN 1 LIMAU,2020,22,Tidak,Ikut,3.27,Pensiunan,Sedang,2,Tidak,,,,,,,,,,,
392,LENNY OKTASARI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMK N 7 BANDARLAMPUNG,2020,22,Tidak,Ikut,3.12,Sudah Meninggal,Sedang,2,Tidak,,,,,,,,,,,
393,BEKTI SUNANDA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMK HAMPAR BAYDURI,2020,22,Tidak,Ikut,2.98,Petani,Sedang,2,Tidak,,,,,,,,,,,
394,SALSABILA INDAH SEPTIANA,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA NEGERI 1 MUARADUA,2020,22,Tidak,Ikut,3.12,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
395,YESI FITRIA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA N 1 BUMI AGUNG,2020,22,Tidak,Ikut,3.41,Petani,Sedang,1,Tidak,,,,,,,,,,,
396,ABI FAHRU NABILA WINTORO,Pendidikan Guru Sekolah Dasar | Reguler,L,Jauh,SMAS TMI ROUDLATUL QUR'AN METRO,2020,22,Tidak,Ikut,3.04,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
397,HANI DESTIANI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,MAN 1 PESAWARAN,2020,22,Tidak,Ikut,3.42,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
398,RIKA OKTAVIANI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA NEGERI 1 BLAMBANGAN UMPU,2020,22,Tidak,Ikut,3.36,PNS,Sedang,1,Tidak,,,,,,,,,,,
399,FATIKHATUL HIKMAH,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020,22,Tidak,Ikut,3.06,Pensiunan,Sedang,2,Tidak,,,,,,,,,,,
400,SITI KHOTIJAH,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA N 2 PADANG CERMIN,2020,22,Tidak,Ikut,3.17,Petani,Sedang,1,Tidak,,,,,,,,,,,
401,MURSYIDAH,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA N 1 ULU BELU,2020,22,Tidak,Ikut,3.6,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
402,ELI LINDA SARI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2020,22,Tidak,Ikut,3.1,Karyawan Swasta,Sedang,3,Tidak,,,,,,,,,,,
403,RATNAWATI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA N 7 BANDAR LAMPUNG,2020,22,Tidak,Ikut,3.25,PNS,Sedang,2,Tidak,,,,,,,,,,,
404,TRI NAYA ISLAMI FASYA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA NEGERI 1 GEDONG TATAAN,2020,22,Tidak,Ikut,3.17,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
405,BTARI BAROIROH,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2020,22,Tidak,Ikut,3.29,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
406,AZIMA SRI ADITIANINGSIH,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMK NEGERI 7 BANDAR LAMPUNG,2020,22,Tidak,Ikut,3.27,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
407,ZAKIA,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA N 1 SUNGKAI UTARA,2020,22,Tidak,Ikut,3.12,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
408,FERRY IRAWAN,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,SMAN 1 CUKUH BALAK,2020,22,Tidak,Ikut,3.44,Wiraswasta,Sedang,1,Tidak,,,,,,,,,,,
409,NINDIA PRIMASARI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMAN 1 GEDUNG MENENG,2020,22,Tidak,Ikut,3.27,Wiraswasta,Sedang,1,Tidak,,,,,,,,,,,
410,DWI DHARMAWATI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020,22,Tidak,Ikut,3.1,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
411,FIDIA SEMA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMK WIDYA YAHYA GADINGREJO,2020,22,Tidak,Ikut,3.01,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
412,IMAM LUTHFIE MAAJID,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,SMAN 1 BANYUMAS,2020,22,Tidak,Ikut,3.21,Wiraswasta,Rendah,2,Tidak,,,,,,,,,,,
413,INDRA GUNAWAN,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,SMA NEGERI 1 WAY TENONG,2020,22,Tidak,Ikut,3.12,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
414,FIKA KHUSNUL KHOTIMAH,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA N 1 PARDASUKA,2020,22,Tidak,Ikut,3.03,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
415,SRI LASTARI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,22,Tidak,Ikut,3.33,PNS,Rendah,2,Tidak,,,,,,,,,,,
416,AHYATUN NADHOFA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMK WIDYA YAHYA GADINGREJO,2020,22,Tidak,Ikut,2.59,Wiraswasta,Tinggi,1,Tidak,,,,,,,,,,,
417,SELVI WULANDARI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA NEGERI 1 MUARADUA,2020,22,Tidak,Ikut,3.33,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
418,NOVITASARI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA N 1 KIBANG,2020,22,Tidak,Ikut,3.32,Petani,Sedang,2,Tidak,,,,,,,,,,,
419,ULLYATUL KAMELIAH,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMK BUMI NUSANTARA,2020,22,Tidak,Ikut,3.16,Wirausaha,Tinggi,4,Tidak,,,,,,,,,,,
420,DEFRILIA RAMADES RAHARJO,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,SMA N 1 KOTA AGUNG,2020,22,Tidak,Ikut,3.07,Sudah Meninggal,Sedang,3,Tidak,,,,,,,,,,,
421,IMAM TAUFIK,Pendidikan Guru Sekolah Dasar | Reguler,L,Jauh,SMK HAMPAR BAIDURI,2020,22,Tidak,Ikut,2.92,Pensiunan,Sedang,3,Tidak,,,,,,,,,,,
422,SIVI RAHAYU,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA NEGRI 1 AMBARAWA,2020,22,Tidak,Ikut,3.64,Sudah Meninggal,Sedang,3,Terima,,,,,,,,,,,
423,ULFA OKTA NUR JAMILAH,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,MAN 3 PALEMBANG,2020,22,Tidak,Ikut,2.41,Petani,Tinggi,3,Tidak,,,,,,,,,,,
424,FANISA SALSABILA,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMAN 1 TUMUJAJAR,2020,22,Tidak,Ikut,3.21,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
425,FATKHUL KURNIAWAN,Pendidikan Guru Sekolah Dasar | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020,22,Tidak,Ikut,3.16,Petani,Tinggi,3,Tidak,,,,,,,,,,,
426,MUTHIA KARTIKA HAPSARI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMK AL QOLAM KOTA AGUNG,2020,22,Tidak,Ikut,3.23,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
427,JULIA NURUL HIDAYATI,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2020,22,Tidak,Ikut,3.15,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
428,SALFADA WELLY OKTAFIANSYA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMAN 01 PARDASUKA,2020,22,Tidak,Ikut,3.11,PNS,Tinggi,1,Tidak,,,,,,,,,,,
429,MELINDA SEPTA DELA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA N 01 AIR NANINGAN,2020,22,Tidak,Ikut,3.08,Pensiunan,Tinggi,2,Tidak,,,,,,,,,,,
430,BAGAS WIRA SASMITA,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2020,22,Tidak,Ikut,2.88,Petani,Tinggi,2,Tidak,,,,,,,,,,,
431,KULSUM,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,22,Ikut,Ikut,3.22,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
432,NELI PRATIWI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,22,Tidak,Ikut,3.16,Karyawan Swasta,Sedang,2,Tidak,,,,,,,,,,,
433,DUTA YANDA PRADANA,Pendidikan Guru Sekolah Dasar | Reguler,L,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,22,Tidak,Ikut,3.18,PNS,Tinggi,1,Tidak,,,,,,,,,,,
434,ARUM PRASETYAWATI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,MAN 1 METRO,2019,22,Tidak,Ikut,3.26,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
435,ALFI KHOIRUN NISA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMK KH.GHALIB PRINGSEWU,2020,22,Tidak,Ikut,3.26,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
436,IQLIMA GANDIS,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,SMA MUHAMMADIYA 01 PRINGSEWU,2020,22,Tidak,Ikut,3.37,Wiraswasta,Rendah,1,Tidak,,,,,,,,,,,
437,EKA PRAYUDA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA NEGERI 1 ADILUWIH,2020,22,Tidak,Ikut,3.21,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
438,ANGGA PRASETYA,Pendidikan Guru Sekolah Dasar | Reguler,L,Jauh,MA AL-MIZAN,2020,22,Tidak,Ikut,3.26,Wiraswasta,Rendah,1,Tidak,,,,,,,,,,,
439,ANNIDA ISTIQOMAH,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA N 2 KOTAAGUNG,2020,22,Tidak,Ikut,3.32,Wiraswasta,Rendah,2,Tidak,,,,,,,,,,,
440,NADIYA FEBY AULIA,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMAN 1 MENGGALA,2020,22,Ikut,Ikut,3.58,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
441,ABYNIZAR MIROJJUL FIKRY,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,SMA N 2 PRINGSEWU,2020,24,Tidak,Ikut,3,Wiraswasta,Rendah,2,Tidak,,,,,,,,,,,
442,ALDA FAUZIA,Pendidikan Guru Sekolah Dasar | Reguler,P,Dekat,SMA MUHAMMADIYAH GISTING,2020,24,Tidak,Ikut,3.58,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
443,AHMAD ATHOULLAH,Pendidikan Guru Sekolah Dasar | Reguler,L,Dekat,SMAN 1 PRINGSEWU,2020,24,Tidak,Ikut,0.42,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
444,ALFINA MAHARANI,Pendidikan Guru Sekolah Dasar | Reguler,P,Jauh,SMA NEGERI 1 RUMBIA,2020,24,Tidak,Ikut,3.16,Wiraswasta,Rendah,3,Tidak,,,,,,,,,,,
445,ANISA DWI LESTARI,Pendidikan Matematika | Reguler,P,Jauh,SMAN 1 KRUI,2020,24,Tidak,Ikut,3.26,PNS,Tinggi,2,Tidak,,,,,,,,,,,
446,ASIHATI,Pendidikan Matematika | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2020,24,Tidak,Ikut,3.11,Wiraswasta,Tinggi,1,Tidak,,,,,,,,,,,
447,ANDRY AGUS HERMAWAN,Pendidikan Matematika | Reguler,L,Dekat,SMA NEGERI 4 KOTA TANGERANG,2020,24,Tidak,Ikut,3.11,Wiraswasta,Sedang,1,Tidak,,,,,,,,,,,
448,HANIFAH FATIMATUS ZAHRA,Pendidikan Matematika | Reguler,P,Dekat,SMK FARMASI KESUMA BANGSA BANDAR LAMPUNG,2020,24,Ikut,Ikut,3.49,Petani,Sedang,3,Tidak,,,,,,,,,,,
449,INDAH RAHMAWATI,Pendidikan Matematika | Reguler,P,Dekat,SMA N2 PRINGSEWU,2020,24,Ikut,Ikut,3.59,Wirausaha,Tinggi,2,Tidak,,,,,,,,,,,
450,CINTA FEBIANA ALFAUZI,Pendidikan Matematika | Reguler,P,Jauh,SMK N 2 METRO,2020,24,Ikut,Ikut,3.42,Sudah Meninggal,Tinggi,2,Tidak,,,,,,,,,,,
451,NAZIATU ROHMA GUNAWAN,Pendidikan Matematika | Reguler,L,Dekat,SMA N 2 PRINGSEWU,2020,24,Tidak,Ikut,3.54,Pensiunan,Tinggi,2,Tidak,,,,,,,,,,,
452,NAVISA SAVIRA,Pendidikan Matematika | Reguler,P,Jauh,PONDOK PESANTREN MA AL FATAH NATAR,2020,24,Tidak,Ikut,3.51,Sudah Meninggal,Sedang,2,Tidak,,,,,,,,,,,
453,SATRI HAZROSA MARLINDA,Pendidikan Matematika | Reguler,P,Jauh,SMAN 1 LIWA,2020,24,Tidak,Ikut,3.43,Petani,Tinggi,2,Tidak,,,,,,,,,,,
454,VEGA NINDI LARASATI,Pendidikan Matematika | Reguler,P,Dekat,SMAN 1 PRINGSEWU,2020,24,Tidak,Ikut,3.8,Wiraswasta,Sedang,4,Terima,,,,,,,,,,,
455,LASTARI AGUSTIN,Pendidikan Matematika | Reguler,P,Jauh,SMA NEGERI 1 GUNUNG SUGIH,2020,24,Tidak,Ikut,3.33,Petani,Sedang,2,Tidak,,,,,,,,,,,
456,IRMA SEPTIANY,Pendidikan Matematika | Reguler,P,Dekat,SMA NEGRI 2 KOTAAGUNG,2020,24,Tidak,Ikut,3.52,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
457,ERNI SULISTIOWATI,Pendidikan Matematika | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2020,24,Tidak,Ikut,3.46,Wiraswasta,Tinggi,4,Tidak,,,,,,,,,,,
458,IMELDA ADELIA PUTRI,Pendidikan Matematika | Reguler,P,Jauh,SMA N 1 SENDANG AGUNG,2020,24,Tidak,Ikut,3.22,PNS,Tinggi,3,Tidak,,,,,,,,,,,
459,PITA LOKA,Pendidikan Matematika | Reguler,P,Dekat,SMK N 7 BANDAR LAMPUNG,2020,24,Tidak,Ikut,2.78,Pensiunan,Tinggi,3,Tidak,,,,,,,,,,,
460,PUTRI MEILIANA,Pendidikan Matematika | Reguler,P,Jauh,SMA N 7 BANDAR LAMPUNG,2020,24,Tidak,Ikut,2.36,Petani,Tinggi,3,Tidak,,,,,,,,,,,
461,HENDITA MUTIARA PUTRI,Pendidikan Matematika | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2020,24,Tidak,Ikut,3.41,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
462,DEVI RETNO WULANDARI,Pendidikan Matematika | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020,24,Tidak,Ikut,2.94,Karyawan Swasta,Tinggi,3,Tidak,,,,,,,,,,,
463,DIAH AJENG KURNIAWATI,Pendidikan Matematika | Reguler,P,Dekat,SMK2 MEI BANDAR LAMPUNG,2020,24,Tidak,Ikut,3.49,PNS,Tinggi,3,Tidak,,,,,,,,,,,
464,FADHILAH TIARA PUTRI,Pendidikan Matematika | Reguler,P,Jauh,SMKN 1 BARADATU,2020,24,Tidak,Ikut,3.6,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
465,A'TINI NISATUL KHAMIDAH,Pendidikan Matematika | Reguler,P,Jauh,SMA N 2 KALIANDA,2020,24,Tidak,Ikut,3.68,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
466,MUHAMMAD YONANDO FAHREZY,Pendidikan Matematika | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2020,24,Tidak,Ikut,3.39,Wiraswasta,Sedang,1,Tidak,,,,,,,,,,,
467,AYU PUTRI FATIKHATUN,Pendidikan Matematika | Reguler,P,Jauh,SMA NEGRI 1 KOTA METRO,2020,24,Tidak,Ikut,3.48,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
468,MUHAMMAD AL-AZZIZ,Pendidikan Matematika | Reguler,L,Dekat,SMA XAVERIUS PRINGSEWU,2020,24,Tidak,Ikut,2.43,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
469,DANDI DWI RAMADHAN,Pendidikan Matematika | Reguler,L,Jauh,SMAN 17 BANDAR LAMPUNG,2020,24,Tidak,Ikut,3.62,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
470,SITI ROHANI,prodi,P,Dekat,SMA MUHAMMADIYAH GISTING,2020,24,Tidak,Ikut,3.53,Wiraswasta,Rendah,2,Tidak,,,,,,,,,,,
471,ANNISA FITRI,S1 Farmasi | Reguler,P,Jauh,SMK YPIB KOTABUMI,2019,24,Tidak,Ikut,2.84,Wiraswasta,Sedang,1,Tidak,,,,,,,,,,,
472,VIVI NUR AZIZAH,S1 Farmasi | Reguler,P,Dekat,SMA PERSADA BANDAR LAMPUNG,2020,24,Tidak,Ikut,3.14,Wiraswasta,Rendah,2,Tidak,,,,,,,,,,,
473,ESTI ANDARESTA ARI YUSPETA,S1 Farmasi | Reguler,P,Jauh,SMK N 7 BANDAR LAMPUNG,2020,24,Tidak,Ikut,3.49,Wiraswasta,Rendah,2,Tidak,,,,,,,,,,,
474,NOVITA SARI,S1 Farmasi | Reguler,P,Jauh,SMA NEGERI 1 KALIANDA,2020,24,Tidak,Ikut,2.69,Wiraswasta,Tinggi,1,Tidak,,,,,,,,,,,
475,GILANG LAKSANA PUTRA,S1 Farmasi | Reguler,L,Jauh,SMA NEGERI 1 KOTA AGUNG,2020,24,Tidak,Ikut,3.64,PNS,Rendah,2,Tidak,,,,,,,,,,,
476,M DWI CAHAYA,S1 Farmasi | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020,24,Tidak,Ikut,3.45,Wiraswasta,Sedang,1,Tidak,,,,,,,,,,,
477,DIVA MAHARANI,S1 Farmasi | Reguler,P,Jauh,SMA N 16 BANDAR LAMPUNG,2020,24,Tidak,Ikut,2.85,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
478,MIFTAH SABILLA ALFIANTI,S1 Farmasi | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020,24,Tidak,Ikut,3.2,Petani,Rendah,3,Tidak,,,,,,,,,,,
479,RIO MARTIN,S1 Farmasi | Reguler,L,Jauh,SMAN 1 LIMAU,2020,24,Tidak,Ikut,2.74,Wirausaha,Tinggi,2,Tidak,,,,,,,,,,,
480,ALDI SETIADI,S1 Farmasi | Reguler,L,Dekat,SMK N 7 BANDARLAMPUNG,2020,24,Tidak,Ikut,3.21,Sudah Meninggal,Tinggi,3,Tidak,,,,,,,,,,,
481,DIAN ANGGRAINI,S1 Farmasi | Reguler,P,Dekat,SMK WIDYA YAHYA GADINGREJO,2020,24,Tidak,Ikut,2.95,Pensiunan,Sedang,2,Tidak,,,,,,,,,,,
482,MUHAMMAD FAJRI IKHSAN,S1 Farmasi | Reguler,L,Jauh,SMA NEGERI 1 MUARADUA,2020,24,Tidak,Ikut,2.93,Sudah Meninggal,Sedang,3,Tidak,,,,,,,,,,,
483,NANDA ROMADHON,S1 Farmasi | Reguler,L,Dekat,SMA N 1 BUMI AGUNG,2020,24,Tidak,Ikut,2.97,Petani,Tinggi,2,Tidak,,,,,,,,,,,
484,DAHLIA ANGGRAINI,S1 Farmasi | Reguler,P,Jauh,SMAS TMI ROUDLATUL QUR'AN METRO,2020,24,Tidak,Ikut,2.93,Wiraswasta,Tinggi,1,Tidak,,,,,,,,,,,
485,DESTI MAYA SAFITRI,S1 Farmasi | Reguler,P,Dekat,MAN 1 PESAWARAN,2020,24,Tidak,Ikut,3.29,Petani,Tinggi,1,Tidak,,,,,,,,,,,
486,M. REZA PAHLEPI,S1 Farmasi | Reguler,L,Jauh,SMA NEGERI 1 BLAMBANGAN UMPU,2020,24,Ikut,Ikut,3.56,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
487,ADINDA RIZKI HEVEANA,S1 Farmasi | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020,24,Ikut,Ikut,3.7,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
488,NESYA TIARA PUTRI,S1 Farmasi | Reguler,P,Dekat,SMA N 2 PADANG CERMIN,2020,24,Tidak,Ikut,3.36,PNS,Sedang,2,Tidak,,,,,,,,,,,
489,NOVELYA MARCELLINA,S1 Farmasi | Reguler,P,Dekat,SMA N 1 ULU BELU,2020,24,Tidak,Ikut,3.2,Pensiunan,Sedang,2,Tidak,,,,,,,,,,,
490,MUHAMMAD ALVIN,S1 Farmasi | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2020,24,Tidak,Ikut,3.53,Petani,Sedang,2,Tidak,,,,,,,,,,,
491,DWI RAHMA AULIA,S1 Farmasi | Reguler,P,Dekat,SMA N 7 BANDAR LAMPUNG,2020,24,Tidak,Ikut,3.42,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
492,ANISA DWI AGUSTIN,S1 Farmasi | Reguler,P,Dekat,SMA NEGERI 1 GEDONG TATAAN,2020,24,Tidak,Ikut,3.32,Karyawan Swasta,Tinggi,1,Tidak,,,,,,,,,,,
493,ANA KUSMEIKA YANTI,S1 Farmasi | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2020,24,Tidak,Ikut,3.62,PNS,Tinggi,2,Tidak,,,,,,,,,,,
494,M MIFTAH ARBAIN,S1 Farmasi | Reguler,L,Jauh,SMK NEGERI 7 BANDAR LAMPUNG,2020,24,Tidak,Ikut,3.24,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
495,KANDA BAYU SALBA,S1 Farmasi | Reguler,L,Jauh,SMA N 1 SUNGKAI UTARA,2020,24,Tidak,Ikut,3.31,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
496,M DEPI SETIAWAN,S1 Farmasi | Reguler,L,Dekat,SMAN 1 CUKUH BALAK,2020,24,Tidak,Ikut,3.28,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
497,DENDI MEIRINDO,S1 Farmasi | Reguler,L,Jauh,SMAN 1 GEDUNG MENENG,2020,24,Tidak,Ikut,3.68,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
498,SAHRIZAL RAMADHAN,S1 Farmasi | Reguler,L,Dekat,MAN 1 PRINGSEWU,2020,24,Tidak,Ikut,3.34,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
499,INDAH YULISTIANI,S1 Farmasi | Reguler,P,Dekat,SMK WIDYA YAHYA GADINGREJO,2020,24,Tidak,Ikut,3.49,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
500,SALSABILLA MEGA SAFIRA,S1 Farmasi | Reguler,P,Dekat,SMAN 1 BANYUMAS,2020,24,Tidak,Ikut,3.5,Wiraswasta,Sedang,1,Tidak,,,,,,,,,,,
501,WINDIYANTI,S1 Farmasi | Reguler,P,Dekat,SMA NEGERI 1 WAY TENONG,2020,24,Tidak,Ikut,3.16,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
502,DETALIA APRIANI,S1 Farmasi | Reguler,P,Dekat,SMA N 1 PARDASUKA,2020,24,Tidak,Ikut,3.43,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
503,TIARA VANESSA,S1 Farmasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,24,Tidak,Ikut,3.58,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
504,FERDIAN RIZKI RAHMADI,S1 Farmasi | Reguler,L,Dekat,SMK WIDYA YAHYA GADINGREJO,2020,24,Tidak,Ikut,3.06,Wiraswasta,Rendah,2,Tidak,,,,,,,,,,,
505,NURI AMANATUL JANAH,S1 Farmasi | Reguler,P,Jauh,SMA NEGERI 1 MUARADUA,2020,24,Tidak,Ikut,3.39,Petani,Sedang,3,Tidak,,,,,,,,,,,
506,SELPIA UTAMI,S1 Farmasi | Reguler,P,Dekat,SMA N 1 KIBANG,2020,24,Tidak,Ikut,3.39,Wiraswasta,Rendah,3,Tidak,,,,,,,,,,,
507,RESITA SETIANINGRUM,S1 Farmasi | Reguler,P,Dekat,SMK BUMI NUSANTARA,2020,24,Tidak,Ikut,3.73,Wiraswasta,Rendah,4,Terima,,,,,,,,,,,
